"","dates","ret_5_yr_daily","ret_10_yr_daily","bps_credit_aaa","bps_credit_baa","spread_aaa.minus.baa","Close","Adj","PX_LAST","snp_ret","clusters_fcm"
"3243",2002-12-10,3.044,4.046,6.22,7.46,1.24,904.45,1842.0093,28.76,0.0139805858378123,3
"3244",2002-12-11,3.02,4.023,6.15,7.41,1.26,904.96,1843.4304,27.76,0.000771494476167967,3
"3245",2002-12-12,3.017,4.023,6.16,7.43,1.27,901.59,1836.6814,27.29,-0.00366110920162759,3
"3246",2002-12-13,3.041,4.067,6.22,7.49,1.27,889.48,1812.0255,28.18,-0.0134241572871593,3
"3247",2002-12-16,3.121,4.159,6.27,7.52,1.25,910.4,1854.7067,26.24,0.0235544146591756,3
"3248",2002-12-17,3.079,4.124,6.28,7.5,1.22,902.99,1839.6475,26.66,-0.00811945090832956,3
"3249",2002-12-18,2.976,4.034,6.25,7.46,1.21,891.12,1815.6108,28.29,-0.0130659270322168,3
"3250",2002-12-19,2.872,3.938,6.18,7.4,1.22,884.25,1801.9937,30.21,-0.00750001046479782,3
"3251",2002-12-20,2.9,3.957,6.17,7.39,1.22,895.75,1825.4158,26.71,0.0129978811801617,3
"3252",2002-12-23,2.917,3.971,6.18,7.42,1.24,897.38,1828.7537,26.2,0.00182856968806778,3
"3253",2002-12-24,2.886,3.934,6.16,7.39,1.23,892.47,1818.7634,26.49,-0.00546290077225814,3
"3254",2002-12-26,2.837,3.902,6.15,7.38,1.23,889.66,1813.0401,27.37,-0.00314680843038743,3
"3255",2002-12-27,2.731,3.808,6.08,7.32,1.24,875.4,1784.7328,29.55,-0.0156131681808913,3
"3256",2002-12-30,2.71,3.795,6.07,7.3,1.23,879.39,1792.9306,29.62,0.0045932926206096,3
"3257",2002-12-31,2.734,3.816,6.09,7.31,1.22,879.82,1794.0087,28.62,0.000601306040512765,3
"3258",2003-01-02,2.968,4.03,6.23,7.44,1.21,909.03,1853.7488,25.39,0.033299782771399,3
"3259",2003-01-03,2.968,4.017,6.23,7.44,1.21,908.59,1852.8572,24.68,-0.000480971316070523,3
"3260",2003-01-06,3.024,4.052,6.23,7.47,1.24,929.01,1894.4983,24.91,0.0224739931388129,3
"3261",2003-01-07,2.975,4.005,6.22,7.43,1.21,922.93,1882.1945,25.13,-0.00649448986045536,3
"3262",2003-01-08,2.999,4.017,6.18,7.35,1.17,909.93,1856.2799,25.53,-0.0137682901527977,3
"3263",2003-01-09,3.175,4.179,6.3,7.48,1.18,927.58,1892.3445,24.25,0.0194284277925974,3
"3264",2003-01-10,3.126,4.132,6.28,7.47,1.19,927.57,1892.3269,24.32,-9.3006320994418e-06,3
"3265",2003-01-13,3.094,4.12,6.26,7.44,1.18,926.26,1889.7793,24.9,-0.00134627901764759,3
"3266",2003-01-14,3.031,4.077,6.23,7.41,1.18,931.66,1900.7939,24.57,0.00582851129758907,3
"3267",2003-01-15,3.024,4.06,6.22,7.39,1.17,918.22,1873.671,25.51,-0.0142692482335933,3
"3268",2003-01-16,3.041,4.077,6.21,7.39,1.18,914.6,1866.3119,25.01,-0.00392763724261096,3
"3269",2003-01-17,2.971,4.009,6.18,7.34,1.16,901.78,1840.1687,25.7,-0.0140079479748267,3
"3270",2003-01-21,2.919,3.97,6.13,7.32,1.19,887.62,1811.2746,27.59,-0.0157018755943409,3
"3271",2003-01-22,2.852,3.914,6.1,7.28,1.18,878.36,1792.5591,29.01,-0.0103327789171228,3
"3272",2003-01-23,2.88,3.936,6.12,7.31,1.19,887.34,1810.8845,27.53,0.0102230381134993,3
"3273",2003-01-24,2.873,3.928,6.09,7.27,1.18,861.4,1757.9651,31.51,-0.0292229570687694,3
"3274",2003-01-27,2.901,3.963,6.12,7.25,1.13,847.48,1729.5446,34.69,-0.0161667031956436,3
"3275",2003-01-28,2.911,3.968,6.12,7.23,1.11,858.54,1752.1316,31.93,0.0130595071095594,3
"3276",2003-01-29,2.978,4.021,6.09,7.24,1.15,864.36,1764.3306,31.26,0.00696237657034441,3
"3277",2003-01-30,2.925,3.961,6.06,7.19,1.13,844.61,1724.3803,31.32,-0.0226433186614799,3
"3278",2003-01-31,2.932,3.962,6.04,7.16,1.12,855.7,1747.0118,31.17,0.0131244250470734,3
"3279",2003-02-03,2.985,3.992,6.03,7.15,1.12,860.32,1756.4675,31.02,0.00541249921723481,3
"3280",2003-02-04,2.899,3.92,5.98,7.08,1.1,848.2,1731.7373,32.76,-0.014079509014542,3
"3281",2003-02-05,2.985,3.995,6,7.13,1.13,843.59,1722.693,33.04,-0.00522267436290713,3
"3282",2003-02-06,2.929,3.945,5.96,7.09,1.13,838.15,1712.0846,33.35,-0.00615803280096922,3
"3283",2003-02-07,2.897,3.929,5.96,7.07,1.11,829.69,1694.8332,34.01,-0.0100762544093907,3
"3284",2003-02-10,2.939,3.964,5.99,7.1,1.11,835.97,1707.7102,33.99,0.00759779782458826,3
"3285",2003-02-11,2.914,3.957,5.97,7.11,1.14,829.2,1693.9483,33.68,-0.00805868583557091,3
"3286",2003-02-12,2.919,3.908,5.97,7.09,1.12,818.68,1673.0647,34.33,-0.0123283573648618,3
"3287",2003-02-13,2.844,3.877,5.94,7.06,1.12,817.37,1670.6161,33.7,-0.00146354172674849,3
"3288",2003-02-14,2.929,3.961,5.99,7.11,1.12,834.89,1706.4268,32.62,0.0214356248572009,3
"3289",2003-02-18,2.919,3.949,5.98,7.1,1.12,851.17,1739.8631,31.11,0.0195943359539361,3
"3290",2003-02-19,2.861,3.883,5.95,7.04,1.09,845.13,1727.8355,31.31,-0.00691295769190123,3
"3291",2003-02-20,2.831,3.867,5.93,7.03,1.1,837.1,1711.5074,31.16,-0.00945003155682352,3
"3292",2003-02-21,2.844,3.888,5.97,7.06,1.09,848.17,1734.1569,30.25,0.0132336558988877,3
"3293",2003-02-24,2.803,3.844,5.95,7.03,1.08,832.58,1702.3006,31.98,-0.018369906436955,3
"3294",2003-02-25,2.776,3.82,5.92,6.99,1.07,838.57,1714.556,31.74,0.00719931603149291,3
"3295",2003-02-26,2.729,3.765,5.89,6.96,1.07,827.55,1692.7387,31.94,-0.0127247520640912,3
"3296",2003-02-27,2.719,3.737,5.86,6.96,1.1,837.28,1712.8384,30.53,0.0118740712905069,3
"3297",2003-02-28,2.661,3.69,5.83,6.92,1.09,841.15,1720.8001,29.63,0.00464824936199459,3
"3298",2003-03-03,2.638,3.673,5.83,6.91,1.08,834.81,1707.8426,30.43,-0.00752992750290983,3
"3299",2003-03-04,2.604,3.647,5.82,6.9,1.08,821.99,1681.623,31.83,-0.0153524686642668,3
"3300",2003-03-05,2.567,3.628,5.81,6.88,1.07,829.85,1698.2554,30.38,0.00989068298899335,3
"3301",2003-03-06,2.6,3.656,5.83,6.91,1.08,822.1,1682.5338,31.37,-0.00925750037361876,3
"3302",2003-03-07,2.566,3.641,5.82,6.89,1.07,828.89,1696.4724,31.08,0.00828429122790887,3
"3303",2003-03-10,2.479,3.561,5.81,6.88,1.07,807.48,1652.7085,33.31,-0.0257970008825373,3
"3304",2003-03-11,2.508,3.581,5.8,6.88,1.08,800.73,1638.9149,33.61,-0.00834605739608647,3
"3305",2003-03-12,2.548,3.581,5.78,6.86,1.08,804.19,1646.675,33.51,0.00473490112268792,3
"3306",2003-03-13,2.74,3.746,5.85,6.95,1.1,831.9,1703.4918,31.76,0.0345039549394993,3
"3307",2003-03-14,2.682,3.7,5.84,6.94,1.1,833.27,1706.3317,30.98,0.00166710517772962,3
"3308",2003-03-17,2.818,3.838,5.91,6.99,1.08,862.79,1766.8397,31.75,0.0354608661375746,3
"3309",2003-03-18,2.903,3.905,5.95,7.02,1.07,866.45,1774.3857,30.43,0.0042709024480263,3
"3310",2003-03-19,2.979,3.984,5.98,7.02,1.04,874.02,1789.9938,31.54,0.0087963400516584,3
"3311",2003-03-20,2.917,3.953,6.03,7.06,1.03,875.67,1793.4056,30.44,0.0019060401214798,3
"3312",2003-03-21,3.079,4.103,6.07,7.1,1.03,895.79,1834.6194,28.67,0.0229807467981588,3
"3313",2003-03-24,2.941,3.965,6,7.01,1.01,864.23,1769.9992,30.39,-0.0352226734329747,3
"3314",2003-03-25,2.906,3.942,5.99,7.01,1.02,874.74,1791.5183,28.75,0.0121576891108199,3
"3315",2003-03-26,2.879,3.928,5.94,6.97,1.03,869.95,1781.7757,28.23,-0.00543818056449663,3
"3316",2003-03-27,2.862,3.923,5.91,6.95,1.04,868.52,1779.1066,27.96,-0.00149800000078565,3
"3317",2003-03-28,2.81,3.898,5.87,6.93,1.06,863.5,1768.8663,27.75,-0.00575586645566947,3
"3318",2003-03-31,2.71,3.796,5.77,6.87,1.1,848.18,1737.4894,29.15,-0.017738423757635,3
"3319",2003-04-01,2.71,3.81,5.77,6.86,1.09,858.48,1758.6022,28.36,0.0121513259303914,3
"3320",2003-04-02,2.837,3.928,5.84,6.92,1.08,880.9,1804.8618,28.02,0.0263047549923455,3
"3321",2003-04-03,2.809,3.909,5.83,6.94,1.11,876.45,1795.7695,28.21,-0.00503767102833015,3
"3322",2003-04-04,2.844,3.952,5.83,6.95,1.12,878.85,1800.7072,29.13,0.00274962905874053,3
"3323",2003-04-07,2.892,3.977,5.87,6.98,1.11,879.93,1802.965,28.45,0.00125384071324858,3
"3324",2003-04-08,2.85,3.932,5.8,6.92,1.12,878.29,1800.2064,27.13,-0.00153003524749504,3
"3325",2003-04-09,2.802,3.896,5.78,6.9,1.12,865.99,1775.1973,27.11,-0.013892351454811,3
"3326",2003-04-10,2.854,3.942,5.8,6.91,1.11,871.58,1786.6493,25.6,0.00645111391280282,3
"3327",2003-04-11,2.892,3.971,5.82,6.93,1.11,868.3,1780.0538,24.44,-0.00369154707641848,3
"3328",2003-04-14,2.954,4.014,5.85,6.96,1.11,885.23,1814.7874,23.41,0.0195126686620371,3
"3329",2003-04-15,2.937,3.985,5.81,6.9,1.09,890.81,1826.3659,22.56,0.00638008617428139,1
"3330",2003-04-16,2.888,3.938,5.78,6.86,1.08,879.91,1804.0582,22.52,-0.0122142556428589,1
"3331",2003-04-17,2.926,3.956,5.76,6.84,1.08,893.58,1832.0929,21.5,0.0155397979954306,1
"3332",2003-04-21,2.957,3.981,5.74,6.84,1.1,892.01,1828.86,21.95,-0.00176459392424926,1
"3333",2003-04-22,2.926,3.964,5.73,6.84,1.11,911.37,1868.5685,20.7,0.021712159487331,1
"3334",2003-04-23,2.936,3.975,5.7,6.81,1.11,919.02,1884.2836,20.8,0.00841023489371671,1
"3335",2003-04-24,2.866,3.919,5.62,6.73,1.11,911.43,1868.7346,20.33,-0.00825194254198252,1
"3336",2003-04-25,2.814,3.888,5.6,6.73,1.13,898.81,1842.8795,20.8,-0.0138356190333288,1
"3337",2003-04-28,2.835,3.902,5.57,6.71,1.14,914.84,1875.9936,20.84,0.0179686734808217,1
"3338",2003-04-29,2.863,3.927,5.61,6.73,1.12,917.84,1882.2604,20.76,0.00334052312331976,1
"3339",2003-04-30,2.747,3.836,5.53,6.65,1.12,916.92,1880.5677,21.21,-0.000899291086397946,1
"3340",2003-05-01,2.723,3.84,5.54,6.65,1.11,916.3,1879.6054,21.59,-0.000511707182889582,1
"3341",2003-05-02,2.831,3.919,5.54,6.67,1.13,930.08,1907.8925,20.63,0.0150494885788262,1
"3342",2003-05-05,2.792,3.884,5.52,6.63,1.11,926.55,1900.7219,21.13,-0.00375838785466158,1
"3343",2003-05-06,2.656,3.784,5.47,6.58,1.11,934.39,1916.8056,20.8,0.00846189019024819,1
"3344",2003-05-07,2.531,3.675,5.4,6.5,1.1,929.62,1907.3157,21,-0.00495089329872565,1
"3345",2003-05-08,2.615,3.681,5.35,6.37,1.02,920.27,1888.1766,21.24,-0.0100345737205435,1
"3346",2003-05-09,2.602,3.68,5.36,6.5,1.14,933.41,1915.5817,19.69,0.0145140555179002,1
"3347",2003-05-12,2.588,3.642,5.33,6.47,1.14,945.11,1939.6543,19.52,0.0125667310352777,1
"3348",2003-05-13,2.555,3.603,5.31,6.46,1.15,942.3,1934.1567,19.91,-0.00283431949703611,1
"3349",2003-05-14,2.468,3.52,5.2,6.36,1.16,939.28,1928.4976,20,-0.00292587462018981,1
"3350",2003-05-15,2.521,3.53,5.17,6.36,1.19,946.66,1943.8913,19.24,0.00798222408988224,1
"3351",2003-05-16,2.384,3.419,5.13,6.3,1.17,944.3,1939.2436,18.4,-0.00239092587121512,1
"3352",2003-05-19,2.428,3.485,5.12,6.32,1.2,920.77,1890.9684,20.51,-0.0248938297385641,1
"3353",2003-05-20,2.295,3.354,5.03,6.24,1.21,919.73,1888.8255,21.29,-0.00113322887891731,1
"3354",2003-05-21,2.377,3.396,4.98,6.25,1.27,923.42,1896.5856,21.21,0.004108426109241,1
"3355",2003-05-22,2.291,3.314,4.98,6.19,1.21,931.87,1913.9458,19.78,0.00915339650369583,1
"3356",2003-05-23,2.314,3.335,4.94,6.15,1.21,933.22,1916.7349,19.17,0.00145725129729377,1
"3357",2003-05-27,2.33,3.411,5.04,6.24,1.2,951.48,1954.2445,19.99,0.0195695294117095,1
"3358",2003-05-28,2.33,3.424,5.09,6.27,1.18,953.22,1958.0925,20.03,0.00196904737355022,1
"3359",2003-05-29,2.257,3.335,5.03,6.21,1.18,949.64,1950.8887,20.43,-0.00367898860753514,1
"3360",2003-05-30,2.289,3.37,5.04,6.22,1.18,963.59,1979.6417,19.47,0.0147384112686695,1
"3361",2003-06-02,2.319,3.408,5.08,6.28,1.2,967,1986.7179,20.85,0.00357448522123988,1
"3362",2003-06-03,2.226,3.329,5.01,6.22,1.21,971.56,1996.0984,20.84,0.00472160642434438,1
"3363",2003-06-04,2.182,3.293,4.94,6.17,1.23,986.24,2026.8297,20.62,0.0153956839001524,1
"3364",2003-06-05,2.229,3.342,4.98,6.21,1.23,990.14,2034.9799,20.83,0.00402115678490405,1
"3365",2003-06-06,2.271,3.351,4.97,6.2,1.23,987.76,2030.2006,21.25,-0.00234857356576355,1
"3366",2003-06-09,2.181,3.276,4.93,6.16,1.23,975.93,2005.9239,22.15,-0.0119577838761351,1
"3367",2003-06-10,2.082,3.19,4.85,6.09,1.24,984.84,2024.2725,20.64,0.00914720643190902,4
"3368",2003-06-11,2.131,3.21,4.84,6.08,1.24,997.48,2050.9463,20.21,0.0131769808659654,4
"3369",2003-06-12,2.068,3.163,4.81,6.06,1.25,998.51,2053.157,20.41,0.00107789267812623,4
"3370",2003-06-13,2.03,3.112,4.76,6.01,1.25,988.61,2032.8159,20.66,-0.00990723066964684,4
"3371",2003-06-16,2.113,3.172,4.81,6.05,1.24,1010.74,2078.3801,20.22,0.0224143268458299,4
"3372",2003-06-17,2.223,3.261,4.89,6.12,1.23,1011.66,2080.2791,20.01,0.000913692351076852,1
"3373",2003-06-18,2.3,3.361,4.89,6.2,1.31,1010.09,2077.2005,19.76,-0.00147989757720504,1
"3374",2003-06-19,2.239,3.337,5.01,6.22,1.21,994.7,2045.5797,19.8,-0.0152227962587145,1
"3375",2003-06-20,2.262,3.365,5.05,6.26,1.21,995.69,2047.6417,19.14,0.00100802721106388,1
"3376",2003-06-23,2.205,3.311,4.99,6.2,1.21,981.64,2018.7733,20.58,-0.0140983649629717,1
"3377",2003-06-24,2.144,3.249,4.94,6.16,1.22,983.45,2022.4956,20.75,0.00184384249583641,1
"3378",2003-06-25,2.319,3.403,5.03,6.23,1.2,975.32,2005.7632,20.81,-0.00827314531611336,1
"3379",2003-06-26,2.461,3.542,5.15,6.35,1.2,985.82,2028.1367,19.4,0.0111546068848007,1
"3380",2003-06-27,2.443,3.542,5.19,6.38,1.19,976.22,2008.4247,19.16,-0.00971926596466599,1
"3381",2003-06-30,2.409,3.513,5.16,6.35,1.19,974.5,2004.8857,19.52,-0.001762077512789,1
"3382",2003-07-01,2.433,3.547,5.19,6.37,1.18,982.32,2021.3123,19.46,0.00819328503365554,1
"3383",2003-07-02,2.406,3.536,5.17,6.31,1.14,993.75,2044.9079,19.03,0.0116734064300701,1
"3384",2003-07-03,2.518,3.661,5.27,6.39,1.12,985.7,2028.3387,19.39,-0.00810266320551645,1
"3385",2003-07-07,2.58,3.732,5.32,6.44,1.12,1004.42,2066.8951,20.06,0.019008856854134,1
"3386",2003-07-08,2.58,3.714,5.32,6.43,1.11,1007.84,2074.5596,19.48,0.00370821915442146,1
"3387",2003-07-09,2.545,3.68,5.3,6.41,1.11,1002.21,2063.1724,18.93,-0.00548897221366893,1
"3388",2003-07-10,2.507,3.655,5.3,6.41,1.11,988.7,2035.3705,19.19,-0.0134753159745642,1
"3389",2003-07-11,2.445,3.626,5.28,6.39,1.11,998.14,2054.9132,18.47,0.00960154428886533,1
"3390",2003-07-14,2.545,3.724,5.36,6.46,1.1,1003.86,2066.7206,19.59,0.00574593613005169,1
"3391",2003-07-15,2.809,3.981,5.51,6.6,1.09,1000.42,2059.6379,19.55,-0.00342702346896815,1
"3392",2003-07-16,2.753,3.918,5.47,6.59,1.12,994,2046.5996,19.76,-0.00633038457876511,1
"3393",2003-07-17,2.767,3.92,5.47,6.59,1.12,981.73,2021.3613,20.22,-0.0123318210362203,1
"3394",2003-07-18,2.859,3.999,5.46,6.61,1.15,993.32,2045.2204,19.11,0.0118034811490652,1
"3395",2003-07-21,3.071,4.21,5.62,6.76,1.14,978.8,2015.3398,19.78,-0.0146099657523463,1
"3396",2003-07-22,2.975,4.122,5.59,6.73,1.14,988.11,2034.5028,19.17,0.00950857021729041,1
"3397",2003-07-23,2.951,4.108,5.58,6.71,1.13,988.61,2035.5724,18.64,0.000525730414330242,1
"3398",2003-07-24,2.983,4.165,5.63,6.75,1.12,981.6,2021.1393,18.6,-0.00709043805074188,1
"3399",2003-07-25,2.98,4.175,5.66,6.79,1.13,998.68,2056.3371,17.75,0.0174148313280535,1
"3400",2003-07-28,3.126,4.28,5.76,6.89,1.13,996.52,2051.893,18.36,-0.00216117289329661,1
"3401",2003-07-29,3.299,4.438,5.84,6.97,1.13,989.28,2037.2851,18.67,-0.00711923087607393,1
"3402",2003-07-30,3.159,4.307,5.78,6.89,1.11,987.49,2033.8707,18.85,-0.00167595590818394,1
"3403",2003-07-31,3.22,4.405,5.95,7.07,1.12,990.31,2040.1622,19.49,0.0030933628180002,1
"3404",2003-08-01,3.229,4.383,5.87,7.01,1.14,980.15,2019.2672,20.75,-0.0102418327327111,1
"3405",2003-08-04,3.099,4.283,5.83,6.97,1.14,982.82,2024.7714,21.27,0.00272584034445767,1
"3406",2003-08-05,3.226,4.39,5.94,7.09,1.15,965.46,1989.0877,22.68,-0.0176235697521212,3
"3407",2003-08-06,3.129,4.267,5.8,6.96,1.16,967.08,1992.7729,21.5,0.00185270865633521,1
"3408",2003-08-07,3.179,4.217,5.78,6.94,1.16,974.12,2007.3555,20.26,0.00731774303032722,1
"3409",2003-08-08,3.162,4.269,5.8,6.96,1.16,977.59,2014.524,19.59,0.00357111632692864,1
"3410",2003-08-11,3.236,4.353,5.84,6.99,1.15,980.59,2021.2173,19.75,0.00332252184635186,1
"3411",2003-08-12,3.284,4.426,5.85,7,1.15,990.35,2041.3572,17.94,0.00996424283524582,1
"3412",2003-08-13,3.421,4.56,6,7.14,1.14,984.03,2029.1024,18.77,-0.00600326096775221,1
"3413",2003-08-14,3.366,4.489,6.01,7.14,1.13,990.51,2042.475,18.47,0.00659040174611194,1
"3414",2003-08-15,3.404,4.528,5.97,7.1,1.13,990.67,2043.1447,18.27,0.000327886510238876,1
"3415",2003-08-18,3.336,4.457,5.94,7.09,1.15,999.74,2061.9504,18.18,0.00920429179587726,1
"3416",2003-08-19,3.233,4.361,5.84,6.99,1.15,1002.35,2067.3638,17.86,0.00262537837961568,1
"3417",2003-08-20,3.339,4.436,5.89,7.01,1.12,1000.3,2063.3143,17.82,-0.00195877474491915,1
"3418",2003-08-21,3.443,4.475,5.91,7.04,1.13,1003.27,2069.5325,17.84,0.00301369500516707,1
"3419",2003-08-22,3.453,4.473,5.85,6.97,1.12,993.06,2048.4639,18.55,-0.0101803668219753,1
"3420",2003-08-25,3.505,4.525,5.91,7.03,1.12,993.71,2049.8097,19.53,0.00065698009127698,1
"3421",2003-08-26,3.453,4.473,5.88,6.99,1.11,996.73,2056.0582,19.49,0.0030483317548942,1
"3422",2003-08-27,3.533,4.535,5.91,7.01,1.1,996.79,2056.5184,19.13,0.000223826348884475,1
"3423",2003-08-28,3.402,4.414,5.82,6.91,1.09,1002.84,2069.1202,18.48,0.00612773510803497,1
"3424",2003-08-29,3.464,4.464,5.83,6.91,1.08,1008.01,2079.9369,18.63,0.00522768082782253,1
"3425",2003-09-02,3.608,4.599,5.93,7,1.07,1021.99,2108.8211,19.02,0.01388705590059,1
"3426",2003-09-03,3.587,4.593,5.94,7,1.06,1026.27,2118.2547,19.44,0.00447339985359585,1
"3427",2003-09-04,3.468,4.503,5.91,6.98,1.07,1027.97,2121.8337,18.71,0.00168959851711892,1
"3428",2003-09-05,3.267,4.347,5.8,6.87,1.07,1021.39,2108.2831,18.17,-0.00638626863170287,1
"3429",2003-09-08,3.343,4.426,5.82,6.89,1.07,1031.64,2129.586,18.26,0.0101043830403989,1
"3430",2003-09-09,3.25,4.355,5.82,6.9,1.08,1023.16,2112.1078,18.85,-0.00820732292567643,1
"3431",2003-09-10,3.143,4.271,5.75,6.83,1.08,1010.92,2087.0154,20.01,-0.0118802648236042,1
"3432",2003-09-11,3.251,4.314,5.75,6.83,1.08,1016.42,2099.0016,19.25,0.00574322546925136,1
"3433",2003-09-12,3.139,4.252,5.76,6.83,1.07,1018.63,2103.5814,18.68,0.00218189447783174,1
"3434",2003-09-15,3.122,4.267,5.76,6.83,1.07,1014.81,2095.7578,19.28,-0.00371918101196377,1
"3435",2003-09-16,3.115,4.275,5.8,6.86,1.06,1029.32,2125.7235,18.03,0.0142982648090348,1
"3436",2003-09-17,3.064,4.178,5.71,6.76,1.05,1025.97,2118.8874,18.15,-0.00321589331820436,1
"3437",2003-09-18,3.067,4.162,5.69,6.73,1.04,1039.58,2147.0165,17.57,0.0132754104819351,1
"3438",2003-09-19,3.101,4.16,5.65,6.69,1.04,1036.3,2140.28,17.54,-0.00313760979480129,1
"3439",2003-09-22,3.121,4.216,5.73,6.78,1.05,1022.82,2112.4384,19.65,-0.0130083914254211,1
"3440",2003-09-23,3.108,4.205,5.64,6.74,1.1,1029.03,2125.2842,19.47,0.00608102939238373,1
"3441",2003-09-24,3.05,4.133,5.57,6.66,1.09,1009.38,2084.7044,21.22,-0.0190938228402582,1
"3442",2003-09-25,3.006,4.081,5.54,6.64,1.1,1003.27,2072.5049,22.26,-0.0058519087886034,1
"3443",2003-09-26,2.904,4,5.49,6.59,1.1,996.85,2059.6248,22.23,-0.00621475008334111,1
"3444",2003-09-29,2.971,4.075,5.55,6.65,1.1,1006.58,2079.7722,21.67,0.00978207292901107,1
"3445",2003-09-30,2.826,3.938,5.43,6.53,1.1,995.97,2057.8348,22.72,-0.0105479821299659,1
"3446",2003-10-01,2.815,3.932,5.43,6.52,1.09,1018.22,2104.0016,21.07,0.0224346483012144,1
"3447",2003-10-02,2.869,3.993,5.48,6.57,1.09,1020.24,2108.4534,20.8,0.00211587291568591,1
"3448",2003-10-03,3.097,4.199,5.64,6.73,1.09,1029.85,2128.3054,19.5,0.00941543218360924,1
"3449",2003-10-06,3.056,4.17,5.6,6.68,1.08,1034.35,2137.6134,19.51,0.00437343249704671,1
"3450",2003-10-07,3.135,4.257,5.69,6.76,1.07,1039.25,2147.8349,19.41,0.00478173462048827,1
"3451",2003-10-08,3.09,4.236,5.71,6.78,1.07,1033.78,2137.2417,19.18,-0.00493203644283823,1
"3452",2003-10-09,3.173,4.291,5.76,6.82,1.06,1038.73,2147.4899,18.82,0.00479505897718541,1
"3453",2003-10-10,3.142,4.269,5.72,6.77,1.05,1038.06,2146.2669,18.45,-0.000569502096377709,1
"3454",2003-10-14,3.217,4.344,5.8,6.85,1.05,1049.48,2169.8868,17.37,0.0110051084513301,1
"3455",2003-10-15,3.292,4.397,5.84,6.87,1.03,1046.76,2164.6912,17.69,-0.00239441062086742,1
"3456",2003-10-16,3.403,4.459,5.85,6.87,1.02,1050.07,2171.5899,17.19,0.00318692107216019,1
"3457",2003-10-17,3.327,4.388,5.79,6.79,1,1039.32,2149.3676,17.62,-0.0102331936614735,1
"3458",2003-10-20,3.317,4.382,5.77,6.77,1,1044.68,2160.4546,17.04,0.00515826143466571,1
"3459",2003-10-21,3.286,4.342,5.76,6.77,1.01,1046.03,2163.2349,16.55,0.00128690508006967,1
"3460",2003-10-22,3.18,4.251,5.7,6.72,1.02,1030.36,2131.0283,17.67,-0.0148881658667766,1
"3461",2003-10-23,3.234,4.316,5.73,6.75,1.02,1033.77,2138.1084,17.68,0.00332238666187593,1
"3462",2003-10-24,3.142,4.23,5.64,6.66,1.02,1028.9,2128.0565,17.71,-0.00470130513495009,1
"3463",2003-10-27,3.183,4.259,5.68,6.69,1.01,1031.13,2132.6585,18.05,0.00216253656799049,1
"3464",2003-10-28,3.084,4.177,5.63,6.64,1.01,1046.79,2165.0524,16.82,0.0151894454738065,1
"3465",2003-10-29,3.204,4.295,5.7,6.7,1,1048.11,2168.1927,16.43,0.00145044988287583,1
"3466",2003-10-30,3.287,4.342,5.74,6.72,0.98,1046.94,2166.3577,16.33,-0.000846326989293911,1
"3467",2003-10-31,3.242,4.293,5.69,6.69,1,1050.71,2174.1702,16.1,0.00360628348679445,1
"3468",2003-11-03,3.297,4.34,5.72,6.72,1,1059.02,2191.3727,16.55,0.00791221404837573,1
"3469",2003-11-04,3.252,4.295,5.68,6.69,1.01,1053.25,2179.4624,16.55,-0.00543508641866352,1
"3470",2003-11-05,3.332,4.352,5.72,6.73,1.01,1051.81,2176.9107,16.86,-0.00117079331123124,1
"3471",2003-11-06,3.388,4.408,5.77,6.79,1.02,1058.05,2190.0038,16.74,0.00601453242891408,1
"3472",2003-11-07,3.43,4.438,5.79,6.8,1.01,1053.21,2180.4375,16.93,-0.00436816593651571,1
"3473",2003-11-10,3.448,4.446,5.81,6.82,1.01,1047.11,2167.976,17.62,-0.0057151374437469,1
"3474",2003-11-12,3.399,4.398,5.75,6.77,1.02,1058.56,2192.4862,16.75,0.0113055679583167,1
"3475",2003-11-13,3.279,4.269,5.64,6.65,1.01,1058.41,2192.2067,16.47,-0.000127480847997877,1
"3476",2003-11-14,3.187,4.217,5.59,6.59,1,1050.35,2175.8836,16.94,-0.0074459675723097,1
"3477",2003-11-17,3.153,4.194,5.57,6.57,1,1043.63,2161.9947,18.6,-0.00638310799346064,1
"3478",2003-11-18,3.106,4.142,5.55,6.55,1,1034.15,2142.4321,19.11,-0.00904840331014697,1
"3479",2003-11-19,3.214,4.236,5.61,6.61,1,1042.44,2159.7773,18.8,0.00809603254170818,1
"3480",2003-11-20,3.119,4.152,5.55,6.56,1.01,1033.65,2141.644,19.48,-0.00839591193036449,1
"3481",2003-11-21,3.146,4.159,5.53,6.54,1.01,1035.28,2145.1258,18.98,0.00162576039715285,1
"3482",2003-11-24,3.234,4.229,5.6,6.61,1.01,1052.08,2179.9412,17.44,0.0162300038533873,1
"3483",2003-11-25,3.176,4.184,5.56,6.57,1.01,1053.89,2183.9142,16.71,0.00182252622226689,1
"3484",2003-11-26,3.258,4.246,5.59,6.6,1.01,1058.45,2193.7335,16.23,0.0044961931196746,1
"3485",2003-11-28,3.354,4.332,5.64,6.67,1.03,1058.2,2193.2646,16.32,-0.000213745197399706,1
"3486",2003-12-01,3.423,4.385,5.68,6.7,1.02,1070.13,2218.0654,16.77,0.0113077099771728,1
"3487",2003-12-02,3.409,4.379,5.67,6.68,1.01,1066.62,2210.8303,16.27,-0.00326189660593411,1
"3488",2003-12-03,3.427,4.402,5.73,6.7,0.97,1064.73,2207.5277,16.63,-0.00149382790709897,1
