KYTREASNOX,MCALDT,TMYTM
2000002,06/30/1995,5.5431263438
2000002,07/31/1995,5.5213113277
2000002,08/31/1995,5.3893789966
2000002,09/29/1995,5.3376100571
2000002,10/31/1995,5.4210169944
2000002,11/30/1995,5.4202083008
2000002,12/29/1995,5.0500621087
2000002,01/31/1996,4.9994232407
2000002,02/29/1996,4.9785478776
2000002,03/29/1996,5.0911279068
2000002,04/30/1996,5.1024692953
2000002,05/31/1996,5.1321978636
2000002,06/28/1996,5.1321978636
2000002,07/31/1996,5.2767415684
2000002,08/30/1996,5.2455402343
2000002,09/30/1996,4.9977048818
2000002,10/31/1996,5.1120218404
2000002,11/29/1996,5.0911279068
2000002,12/31/1996,5.1409895478
2000002,01/31/1997,5.1219299845
2000002,02/28/1997,5.1938105982
2000002,03/31/1997,5.2850941836
2000002,04/30/1997,5.2664670616
2000002,05/30/1997,5.1501672776
2000002,06/30/1997,5.1439409083
2000002,07/31/1997,5.1993172987
2000002,08/29/1997,5.1813431512
2000002,09/30/1997,5.0079653964
2000002,10/31/1997,5.1630030609
2000002,11/28/1997,5.2605682918
2000002,12/31/1997,5.3101355527
2000002,01/30/1998,5.1501672776
2000002,02/27/1998,5.2785433947
2000002,03/31/1998,5.1307171108
2000002,04/30/1998,4.9426201675
2000002,05/29/1998,4.9807730021
2000002,06/30/1998,5.0434122502
2000002,07/31/1998,5.0397963089
2000002,08/31/1998,4.8210700973
2000002,09/30/1998,4.3095367018
2000002,10/30/1998,4.3064643212
2000002,11/30/1998,4.4619417938
2000002,12/31/1998,4.4322811057
2000002,01/29/1999,4.4345736047
2000002,02/26/1999,4.6396326689
2000002,03/31/1999,4.4504940391
2000002,04/30/1999,4.5140216883
2000002,05/28/1999,4.6088671987
2000002,06/30/1999,4.7402545368
2000002,07/30/1999,4.7062991952
2000002,08/31/1999,4.8925490742
2000002,09/30/1999,4.8040719949
2000002,10/29/1999,5.0474956344
2000002,11/30/1999,5.2514352294
2000002,12/31/1999,5.3273369761
2000002,01/31/2000,5.6343317768
2000002,02/29/2000,5.7295353279
2000002,03/31/2000,5.8181672794
2000002,04/28/2000,5.7770278004
2000002,05/31/2000,5.5799592811
2000002,06/30/2000,5.8258813964
2000002,07/31/2000,6.169022813
2000002,08/31/2000,6.2560710444
2000002,09/29/2000,6.157727309
2000002,10/31/2000,6.2893922489
2000002,11/30/2000,6.1582494262
2000002,12/29/2000,5.8438815732
2000002,01/31/2001,4.9583555249
2000002,02/28/2001,4.8300463061
2000002,03/30/2001,4.2704985103
2000002,04/30/2001,3.8629029315
2000002,05/31/2001,3.6027640417
2000002,06/29/2001,3.6281599062
2000002,07/31/2001,3.5187125631
2000002,08/31/2001,3.3418210184
2000002,09/28/2001,2.3412239852
2000002,10/31/2001,2.0253344436
2000002,11/30/2001,1.7832899594
2000002,12/31/2001,1.7118906288
2000002,01/31/2002,1.7578742262
2000002,02/28/2002,1.7553283788
2000002,03/28/2002,1.783333588
2000002,04/30/2002,1.7503207871
2000002,05/31/2002,1.7221931459
2000002,06/28/2002,1.6865575881
2000002,07/31/2002,1.6917267064
2000002,08/30/2002,1.6662339016
2000002,09/30/2002,1.5414045096
2000002,10/31/2002,1.4346808364
2000002,11/29/2002,1.2184953249
2000002,12/31/2002,1.1931311871
2000002,01/31/2003,1.1676515267
2000002,02/28/2003,1.2057837778
2000002,03/31/2003,1.1015142074
2000002,04/30/2003,1.1117646038
2000002,05/30/2003,1.11173071
2000002,06/30/2003,0.8983300124
2000002,07/31/2003,0.9389453689
2000002,08/29/2003,0.9872208669
2000002,09/30/2003,0.9364407792
2000002,10/31/2003,0.9338521199
2000002,11/28/2003,0.9236899851
2000002,12/31/2003,0.9338760316
2000002,01/30/2004,0.9084472604
2000002,02/27/2004,0.9440145093
2000002,03/31/2004,0.9338760316
2000002,04/30/2004,0.9643400521
2000002,05/28/2004,1.0710658676
2000002,06/30/2004,1.2617612275
2000002,07/30/2004,1.4321089108
2000002,08/31/2004,1.5950423595
2000002,09/30/2004,1.6993238259
2000002,10/29/2004,1.8978712987
2000002,11/30/2004,2.2216232062
2000002,12/31/2004,2.2214200145
2000002,01/31/2005,2.4608139758
2000002,02/28/2005,2.7388160952
2000002,03/31/2005,2.7673020867
2000002,04/29/2005,2.8897151156
2000002,05/31/2005,2.964116369
2000002,06/30/2005,3.091571483
2000002,07/29/2005,3.385270159
2000002,08/31/2005,3.4929702651
2000002,09/30/2005,3.5335434457
2000002,10/31/2005,3.9334670669
2000002,11/30/2005,3.9330417984
2000002,12/30/2005,4.0606078787
2000002,01/31/2006,4.4456391789
2000002,02/28/2006,4.5969205466
2000002,03/31/2006,4.5781040622
2000002,04/28/2006,4.7345075634
2000002,05/31/2006,4.814651988
2000002,06/30/2006,4.9525475004
2000002,07/31/2006,5.0644027118
2000002,08/31/2006,4.9965129396
2000002,09/29/2006,4.8550563335
2000002,10/31/2006,5.0408447542
2000002,11/30/2006,4.9990794427
2000002,12/29/2006,4.9884712072
2000002,01/31/2007,5.0713019736
2000002,02/28/2007,5.096976106
2000002,03/30/2007,4.9987357079
2000002,04/30/2007,4.8768870813
2000002,05/31/2007,4.691216265
2000002,06/29/2007,4.7627178937
2000002,07/31/2007,4.9022249043
2000002,08/31/2007,4.1169368173
2000002,09/28/2007,3.7790804814
2000002,10/31/2007,3.8920843133
2000002,11/30/2007,3.1348625473
2000002,12/31/2007,3.2264020822
2000002,01/31/2008,1.9310297631
2000002,02/29/2008,1.8291186105
2000002,03/31/2008,1.3099596288
2000002,04/30/2008,1.381290658
2000002,05/30/2008,1.8800454085
2000002,06/30/2008,1.7271614228
2000002,07/31/2008,1.6662339016
2000002,08/29/2008,1.7171426081
2000002,09/30/2008,0.6697008952
2000002,10/31/2008,0.4362067254
2000002,11/28/2008,0.0304178073
2000002,12/31/2008,0.1115434566
2000002,01/30/2009,0.2408701265
2000002,02/27/2009,0.2535514653
2000002,03/31/2009,0.2028301801
2000002,04/30/2009,0.1267561379
2000002,05/29/2009,0.1318269786
2000002,06/30/2009,0.185078354
2000002,07/31/2009,0.1774693798
2000002,08/31/2009,0.1368975893
2000002,09/30/2009,0.1115434566
2000002,10/30/2009,0.0456275666
2000002,11/30/2009,0.0506975075
2000002,12/31/2009,0.0557677656
2000002,01/29/2010,0.0760487965
2000002,02/26/2010,0.1166139863
2000002,03/31/2010,0.1521124901
2000002,04/30/2010,0.157183234
2000002,05/28/2010,0.157183234
2000002,06/30/2010,0.1723985626
2000002,07/30/2010,0.1419692905
2000002,08/31/2010,0.1166134274
2000002,09/30/2010,0.1571835725
2000002,10/29/2010,0.1166139863
2000002,11/30/2010,0.1673273308
2000002,12/31/2010,0.1216849203
2000002,01/31/2011,0.1419684621
2000002,02/28/2011,0.1368973326
2000002,03/31/2011,0.0937956883
2000002,04/29/2011,0.0405575835
2000002,05/31/2011,0.0506977187
2000002,06/30/2011,0.0152086217
2000002,07/29/2011,0.0937955678
2000002,08/31/2011,0.0101390184
2000002,09/30/2011,0.0202782847
2000002,10/31/2011,0.0025347299
2000002,11/30/2011,0
2000002,12/30/2011,0.0101390156
2000002,01/31/2012,0.0557678508
2000002,02/29/2012,0.0760489549
2000002,03/30/2012,0.070978433
2000002,04/30/2012,0.0912599249
2000002,05/31/2012,0.0659081925
2000002,06/29/2012,0.0836544605
2000002,07/31/2012,0.0988666182
2000002,08/31/2012,0.0861897135
2000002,09/28/2012,0.0912602672
2000002,10/31/2012,0.1115434566
2000002,11/30/2012,0.0760487965
2000002,12/31/2012,0.045627481
2000002,01/31/2013,0.0735136809
2000002,02/28/2013,0.1064724637
2000002,03/28/2013,0.0760488757
2000002,04/30/2013,0.0532327766
2000002,05/31/2013,0.0354876637
2000002,06/28/2013,0.0354876637
2000002,07/31/2013,0.0354876982
2000002,08/30/2013,0.0228131488
2000002,09/30/2013,0.015208609
2000002,10/31/2013,0.035487681
2000002,11/29/2013,0.0608378963
2000002,12/31/2013,0.0684434676
2000002,01/31/2014,0.0152086185
2000002,02/28/2014,0.0506976131
2000002,03/31/2014,0.0304177693
2000002,04/30/2014,0.0304178327
2000002,05/30/2014,0.0304178073
2000002,06/30/2014,0.0228131202
2000002,07/31/2014,0.0228131488
2000002,08/29/2014,0.0253480232
2000002,09/30/2014,0.0101390114
2000002,10/31/2014,0.0101390156
2000002,11/28/2014,0.0101390156
2000002,12/31/2014,0.0405576285
2000002,01/30/2015,0.0050694761
2000003,,
2000004,,
2000005,,
2000006,,
2000007,,
2000008,,
2000009,,
2000010,,
2000011,,
2000012,,
2000013,,
2000014,,
2000015,,
2000016,,
2000017,,
2000018,,
2000019,,
2000020,,
2000021,,
2000022,,
2000023,,
2000024,,
2000025,,
2000026,,
2000027,,
2000028,,
2000029,,
2000030,,
2000031,,
2000032,,
2000033,,
2000034,,
2000035,,
2000036,,
2000037,,
2000038,,
2000039,,
2000040,,
2000041,,
2000042,,
2000043,,
2000044,,
2000047,,
2000048,,
2000049,,
2000050,,
2000051,,
2000052,,
2000053,,
2000054,,
2000055,,
2000056,,
2000057,,
2000058,,
2000059,,
2000060,,
2000061,,
2000062,,
2000063,,
2000064,,
2000065,,
2000066,,
2000067,,
2000068,,
2000069,,
2000070,,
2000071,,
2000072,,
2000073,,
2000074,,
2000075,,
2000076,,
2000077,,
2000078,,
2000079,,
2000080,,
2000081,,
2000082,,
2000083,,
2000084,,
2000085,,
2000086,,
2000087,,
2000088,,
2000089,,
2000090,,
